Account,Token Account,Quantity,Percentage
FpbY6scCL5V3Fgr14ZLqskGxvFgruZAeoa384ErvP3GW,8jpiEuvjVGDkeBCrcEQPoBQEvRBVnHttXBCkSJw5zBaZ,773.531441631,0.00
8Ak5DHcChgNcnLJmaiC66AfEzGvZNi8dHvjUvP5vtPms,9uR3zKeDmXos1yfP91DymYha6jCdKnjaN7ds1TiZpJtC,764.532466766,0.00
HHdaztmc3jdN5n6YZs6tF2jDYQrKVvvBBev15kr8kD3C,GSQqGcpTz9FqVPXospj1ehDaXoqwAXWRoiPzAwpcepni,733.948559637,0.00
BP1AxiD8yRFvcQ9iVnGFSSmwXCEdWW31BU7YuHhm5uTi,76nKMPj3ZnHqLmf3fe2QJQ4bwq2KfWh8w5VdALSWJs1W,712.538451955,0.00
J36NqnKroDiGkyfKzkREuJFKW3tFJHNoiH6D4rUCAvCp,2CV6em8qFYXTmtR5WuVF5K1JsexBxseSMJktSa7nNg8N,710.200435538,0.00
GgdYcERijDkg8qzuoVXijKzhS9v4vdPXMufhk7okYLAa,5v82n1uUGMw9gfZiJcD8iDgroo1k2Vurawx6cBQQ5y6q,706.768214201,0.00
3bww8M7iLFCnTD9pRQA8xJoB5Zgn1U8zBcFjkChDu6hg,DqBJ8nh2QabQ9dRAyD1LeffE8okoXZXGJPjGEuDj7aWR,705.91109878,0.00
BcMvdkF3Sk25jzGMFRMJ44RwqCKsHFntg9ppYukCxfFv,5sf6U9A9t2MT1gkRvs4s4LvgzUFmXsjK1dUKsPu9Wcc5,678.76886388,0.00
8DfUXroyRvzks17B6ds9Yc6rhxn6ePA2784dMhiMBgvZ,9BBMRPS35HaCEGgSvPRQET9yyHUumAAcMtLXBmm9RAWT,660.689676023,0.00
3qR3xiT3VcQms7LQqr1iXymdKMF77DSwLPXnmE4rS1mN,5jQjnbi1i5JUAf8hWyLepHtbR9jCCZ82uwae22GiVvbD,650.341892432,0.00
7kFKkJ9ueUPUcmqJXBJ8pafMJyaCiDSaK7fEtMLCbE5q,9dZakPaQPddzhW4mDFr76ZpNBLPPPypmLBvYCvCx8NzH,608.698716354,0.00
ANTn4JtC1B8P7rLK1S21WcGM9gfaEWrUC7X74hgbGyLM,3nRwZZRjLEgcfTnzQDJmzDSmJ8hQZDzRtRd2PZns44n3,576.66780215,0.00
8JeP3XhhARyanc7nTpi86kzyy8QMFmcq8EjVDxeEMU1N,q8nJ749rAmR2zH4U9yLXbY2JPdrTCkwyshf3tYXqCUd,556.128519299,0.00
BCwPiUzYYLs6svSyXqbo4xfs2xbpVoS6XXCEj8LmFX8M,4N7WNRP3FS2PaNPwsfcke9sfQNCNhVym4T8No75ETuiQ,545.617083596,0.00
CZJbmrKWN1HHeMwhxtA99FXYF6kpvpF9MYK6L19T8bxY,7T4h1UXmp7koM3buUsAW13kZ7pgfaQoNXm6XhRQiRbyb,544.641881368,0.00
9QL4RZsm7njeTjrJ9u4oeqboadfpoXhANvtyGi7oca31,4QqZSzNffMVe8Rn5HoxUKyETc2gMBbry41ZTWk4h4nxq,543.43169154,0.00
ZG98FUCjb8mJ824Gbs6RsgVmr1FhXb2oNiJHa2dwmPd,2Z3BPwGG9WhKc52s3SnCkYx33jqxSAXaTkNbCio1qJs4,540.329341248,0.00
89ocBgEm28GYttKHQWWYhYv8kXhgrM8BaHajVVea4Fjo,DSp9DkbUqE4QWWemtskRX2USeiqGB1tuPiVVZT6uzFJP,529.591967013,0.00
ehQFEvKRDk6V3z4GxqgTTpAFQ5JspvyBY1F8wzS4bGc,Agdc3QwaA5eTiA6sDErtmV5TfXY1ygCAJZE6bRgLEoui,529.411630772,0.00
F8ef1Q5TC4o2X2Uyhjui9zuErYf8mqzoavu7dgFGkaEJ,AKPqaxui6EJyiGSEbc69yepv8UE2xqdbgGFxNdJqRzFB,525.642509771,0.00
7AmXKMTgw2Ve8875ggZ9y1q13ysdoDqAUTtuCLzmT4LR,H32dt6WbLNm6Epktzcsqzhq8bRXsWMH8SYRNbpdgNMuW,513.361990301,0.00
B6aivevKakoWowPS3XGYAB5kVWZugQZF151Q8Wry3f2P,4JpbeMHK39BwcwNS73KQC8q4mzKhnQ53JSfcJeQY6TpP,500,0.00
bjRAqsuvF8qRsAm4vZCo63BRMV6vkbs78pWAsMMPHBV,676Mh9Vc5BpCQFuoqmPPh1PMjUuTW2j7r5qQRcSgZgYB,464.071722161,0.00
G8HJH3V9Fkq63ASof69b9BhAM9iSpdtHTuEfXLgKVZJp,Du6Sf9hrNApv2D9Qdbcq3cE1hbjfqfUuM5Uy6WQo6Krx,463.206840508,0.00
ARLS7hJviGUcoVNc87A1nXzySzM8RQtDJGvVKi9fa8eN,FmkLoJdaaLArqJ9dr52ZwjzzXQX2WBUCak7aUzHzFRuP,460.82215567,0.00
Aojtq5t9JgxJnnqT7xF9PUaGWhKEihHywqxZ1XVpRvX7,3JwvjGwBt5GWNKEi5CSwPzPrCF7yKBxKBH7sxbNpQ312,459.837931185,0.00
GDJQSuShLnn9kFuHBfg8GfkSHNKpVMTaYo1dAzCdjgeS,67raUDgvSMVmKSQVbQjTukUCmgysuLxUeA4hnY21cR5o,457.487266148,0.00
EQaDzZsejHemqFVWEEnPLWv5s5P5VdQG5UkhCn69EvkN,49njZLP9PVqQgEgcYfsr7QRQ8WUrr6P8iZ61N1sc4A1n,457.484351978,0.00
XSP6hhxWLH8x6MZzHbsvV7qGchmAg34mX8kUccrcfbw,AMk43nCkKXYzESjeKQF8sWGtAsgWsNBsH1W9RDMkFLBH,457.473666689,0.00
DDM6EQtz6ApSjYWfVMA3JHNRjRrKkSy9B3bnBXuAeBUH,6pCtJv8NkvSkncp896dFPwLhTuva2XDVnMPag1Aat8qZ,448.414077559,0.00
4vUuCkqDHosvDLzUg2e3iaPg7JP2aCpBrjz2siuj46Hb,3yC2ZDWoxygJpSgUqS1y1GdLubrSfqFVLLuggyUDi5Zz,444.149753385,0.00
3aw6ETxXNUtTp9ZpfY8MRWmCGbbYUZ3efoih1f8JQKmu,7FgAyNvg8n3vTvoDV33FNARiD8R7mJ1C4ytkwwWYzzHz,424.907645454,0.00
6WoBvj3Fq91UKeb85M2wP7Jc3HH5f7rG2F24KbDi38Dm,9M3k7vB1sbSurGgQPRWLnMDMpaiEmRFdZzzWXJoU2yC2,424.162146942,0.00
EwhA5bnPApWjwbYJRw3rrj2CpC6gZPJm3AcbV6LsRXqW,EjQ5GvQAYwsdw59CDsGNSedLttELVJUyGQnFKNTQF5ea,423.739428735,0.00
B85tEJKA48T9urp4Qe5mNUHmjKT6q192YnBoUMZY5Ykb,D7U6Yrydb42XKSkV7yjiaSw6FKiouz1jVb26xRNq4iWF,370.825944737,0.00
Es74sfvCYUrRadxv1h15YRE9KYT838SdYJU23PxvF74P,8JZBCyHspBKZZ2vBb9w7uovWxJCCTcbMrN99th2zbQdZ,343.878610839,0.00
7BQu7SQcAE6nbtrvyTJRNAtdd91U8Gpsaj1s7HeATRjM,2MDNqSX7Whu9rAWap8BwkWQjfn42F54u75jhfjnzJMGK,343.537525172,0.00
HvxHJ2Eb3KFu3QsDtMXqTRqJrmUySBvBubejDUzeAX1c,4sAgirvdBfeBurdkUWFqCxLHxFFCQgWdpwtDyYVsrdnn,314.998337493,0.00
7HHk4KBmJkLByUjRNq6F8SZ6JhMKZoCfVFmh2xyTnjxn,8Gv4jsx1cziV9bLjYmuBCKaefz12smu9Xz1wJiQjJCci,303.349945895,0.00
7Dci1ygQ1bRH1YDBC4UyWryKUAZ6p3Q3Cs4jAKBHbTZ7,4aJd58kpxtZzfCmtUYxeYJWnuTXeYkSzNiv5Sp913hnX,288.270248701,0.00
JCAAvYx78FHVttk1qoeuQs6i6XZXreUZzVgUjp3Cr9MD,5R9duzCNJa3yK5UErrFVAdcAhajn19TqLsjvmUqmNSjG,287.341734811,0.00
FAgMh1nJQMyodXphzABSWGTSrmEoLBLuc6fTsnpmrDHn,BAV5YSUdhgygBo79pdFTVeyJUDF95azzr5rXjmHzwvqm,278.969233312,0.00
2geyVzBSvD6UVpGtGsH8sSwu7WEuiMun9LU3Yj8Xztsu,ErfFvBXYhyPgyWH7gLg9BbniQZpU2TEjaFBQwmWfgjkf,278.454235786,0.00
AHLWH1kAsmKAjBEA521wVp2tP7BAvp7kGC5SnBfa84fr,7fgHHkPqxfVvtNU1P3d4rNv39A8VW55cWJ2ng5EdmiVR,272.861460033,0.00
3WygdFjwyJjL4rF6GQZ4SrNcq6nHGC55iqPtujACrh7P,DRqCDJoNRTGxwZifW7ByTphYd3pCi79GZd8NpCnNghMy,272.201447887,0.00
25gmzvCkMQJ9LLN2J6qFG8WXtqETTQfCKVm9n1ZBiswm,HQFx5HAxJn819LqkaH1UcoYURTFJcwgNtP4R2g5T7BGL,250.192668158,0.00
5GonTpCq3AjSR3p2nwd7SJc1cboYNyiDvAq58h3aRmrA,FKgqbjjhfWAhxDFp8oeHySNjbr4u4C6xh8jz2RtrevPW,213.697471904,0.00
FaojuJiiMPpovHqAHLmf3dSh2cGgAVH5qLGkhBxBLdAD,CyayaNAE8zfm7u7LTQfbDmp5xhgw9kvJnsvWiLd1E3o1,211.677639461,0.00
ChgkHpdD7afx25VGAYYpt7VuFhQ4PtfVdyqPFzzq4GDY,8wQs9bh1kE5eR4wq3i8cDHd4FyzNpDJL1UwntLXZH1An,179.659762261,0.00
8xLJWboejyxq9ekRVMvPXsgHBvfWYQ3LXYVNbZKrtbJX,DyaGjkrYB5yXYfE2y7dh2FUJrpTFhKnWpR7Kk8WHiG1A,151.946442485,0.00
91buK2n91mnRZYrTnLBuVDciPsB198yQt8yXeWi6f9B,DiirhGYYWZAbrZEt4q3HmBaQsaMS4dJnuW1oW4oqH1Ra,134.770596135,0.00
CdXfjaMqDbvZhTKdSwe558RcbijvnihdHwGutFUS226C,EZAMYYLYgvERWGFVkDoejs11KRVC8rReVPbnE9T2krah,126.51339721,0.00
ALm544Gjh55RMZVZFzJNzxG4TqfyhFvB6CcZZwGvzTjh,DmPYSYrtMD41J6ggL82MKoxVanVnbAi9MTXxMZH3bhad,125.518736258,0.00
EQhFFksWfx34Em18hwgdVc5366dy8TVodPAXYTLuiaQL,4de3R248jTHggh4F55PVQHDvw4REfHJHMfrqUzRrTAdg,116.196769953,0.00
BEochrdGhm5pcKVF73DURYrGo1DLzxq6bBcUBphQR64d,44gZouemCzjDxtbNghMeAzdJb3XLUB4WetuYX8npcWYN,105.84000145,0.00
CWGQPqtYdECUH7Hip8nvwex5ps3abrQt8q1Nj6M5piY2,BQJKt1SX7g7v8NLnHnYeRPq2kcwyAUhjaT1pG8aFT1sf,100.972949205,0.00
8h24hvsXJbKUXvYviEY4gQSGS6NzuPvrV16gXir1Ezex,4Lfa4o4kiRjNgQivrZAdmLiPyi7xMHez75Ra1GUpufgv,100,0.00
EhPq37FwNLV4kmsRZHekeJaftYmDZvcdEAWgTjLkbdcJ,5RWrGxKC82ZBjGdb4xdgeErf9hVvmeg6sowufF31M6cy,100,0.00
BgsSAaLaxhaJHgjWqAXL7C3hmNYnH24wKxgZpS9SsWH4,8gEBSX4mA7XpWHeB7Jwn7VifgnrqvdyeSUX27WW7yHHr,96.932637208,0.00
Hqofe3acFetVfYx9iEcLD8jTeT8LTpfQo9exxPjbvG6j,6CuEAcL8sJP8xmaT9CyKNXE4kUmJqzB9LJ9YezJwqNyi,93.224901877,0.00
AWXdEG8LjyvAQJU9kfZyQPRHgNFW7b1tuvTWHm1WRWnV,G3ZVKzqNs3y4MUyKdpLERH9ZbHTGbEpagYsshDysVtBd,92.049101627,0.00
HxjwdF326ZunmUwC1iXhfgL3ku78YsksN6n7Rfxzwr6b,9sSxxkfSkgcgkPbFHkvHd3sYWLVXUAKxzsjvm87X528X,89.102716546,0.00
96wkvgCi3ovKvqF75TzfMLHpgadhg8jtUnWH5aVvXRi3,4Y9JkBGUrg8xgDDfQYWP1ZfRuGRQDhdpYVXFwNaQ7vBJ,84.49445329,0.00
24XkUhPBsoai8vAy9FPadwP1j4fM4ADrXCrk1hg4uhrb,3RqjkebztyY7HyZTcXsPnUH9EuENLs1GjCtGKbSYzgRS,79.058665703,0.00
Yg2egeYMFgRg5bkTE7tLiy28Sy8GHZ3TJREFTdjvByf,FFEB5GhC3uP5Uscfv5hd6hkiKskKjZdC4cnFMaFzyMRX,75.785081858,0.00
FzUQ3WGckKh7E7Y5NY3BmvTqwjm8fVLGqS3qnQqUeb12,GVb7Yp8DhU3fh4WPyFQzkK5wdWathi6LTYmkbobra1WS,70.308140798,0.00
HifyQEQWiWDdjmWDf7rUTCWqoPBzrnRAruXT3TUQCSzR,6jFPHj7QfYyvCtey5MS2NPVALZur6TKDzKvYjHcMjYzH,69,0.00
2QfBNK2WDwSLoUQRb1zAnp3KM12N9hQ8q6ApwUMnWW2T,2NPoTXax3TazPjmdjAHxG4VzHaio8XVEusJTQV5HEwqz,64.673164588,0.00
FDHgTUTpis35Dt7wFgN2CG6QuZ4wtAhHc2YVBg9PjcG9,7D8ssTupHLWPqprs5E4QtrHU4VYE7vpskTzh9J9u1ByH,60.066605357,0.00
Hu8M8c1rQyoakiUm2YPKcLgABwVSA5232bXt2RkRBWH5,FikWvMPF3HjKvpFJeKU17gjtzfoKCwxuqmRwgV7opjnz,60.022684606,0.00
A9dRiAz7z5UBmfANLw8oX9mbSjv6iudAKQm7iQvhynfW,8twY4GHmTSciaxooL7mcfprskvW2hWNYxcA2pLzBS3pa,50,0.00
F22GyZpBXVSDbPiDPed75Va4MRF4RY7JLuG841yNKGAp,GvEJp9eGQGN44qvPNVrQmuWvEmP6gEh76HzcckjyeQbZ,48.211175851,0.00
E8rLdzbwz4bkFVWh4Tn4km6s1MCMZLPfPeDuD7CjDHw,DTVHGpQtd3KzfDL1QPvbyPRni6onHmTVjHzZxFiGcaam,39.993360031,0.00
CWJprt4GexQKcbNfXsqBUEwgRDFXFCqLkoShFuQBLxhW,GcQsW7QhvPBfDaa2Abox84WBy5yjWCnSMgfVUsvQuUvv,39.689067524,0.00
3ZNaXn1vajSDSYbGSWjZoHwVNp5fL8Ua7DapcRHUDtcp,FGoioWhPPS2HagfVV6ZAiW6F3htQwBj49yKyNAGd9dzg,39.093835336,0.00
A3rict7H4SXdF6ecgJfuED3KvgUwMC2NkgNiXhzERaym,B1buozybqU7jG8QvvxaC1rSEiCWodppHkEE1FcMFfXFU,38.93033645,0.00
3BhftedB9S28srS3B13uMPBmArYVXFBBzUbxxTbKAU9M,C7Qxrdqv2xZcac11sweUJriAJiw4SLx3WWwJQ64YxLg1,25.751510018,0.00
BbXZPYcxDspxrEAWj21JF878gn254PbU6RerXyhQVrK2,2hEyote1WkdGwRqHWDfZfgfvVEpCPnMpa6LTe47Hy5tS,24.911146028,0.00
CTjs2v8dvYnBnzcV2YcG7dyV4oDJNty1QG4BWfBfKQku,mY37KRUYS7BScSWVxqzJu5Pawc6WhxZrMEhn6QvGvGq,24.671533848,0.00
34FKjAdVcTax2DHqV2XnbXa9J3zmyKcFuFKWbcmgxjgm,9WK4aZUckAB4ERQZmNXqaEgcgpsn5KbnZN3j4FGpsZJE,23.600740924,0.00
ExsQhSV34neGneQA7LdUFgh7mJzjyuS86cD2nJZvEG67,DSWDEj9bvUhSwHy8gzLnzZeyyjuuiCHhtuaMJUiGJFyP,23.42360776,0.00
NHtdVXcUuzULRJ3GkupLnZcxmUZ4rTP1u9kVkRzcash,BRKNqJ4sjKEdxAWJ2jFo5G97ej2gvHXBzALsDo2bX81B,23.143441151,0.00
CJvPrZv5MHHLmYLtexe3mqa4EvB7uCLJGJHcZNJ45Z5n,G3GAa94HiwsuyZD3kC1StVpeASb6NKLc1YfWXD59kpXf,23.025350594,0.00
99zYmZijtXhFSykbhGdhfNDdvKVVETZSUsKN1Ym1rthE,sodiRexHsscty9B818FtpEgmXchMPD5QA6AA4gJKMBm,19.509583587,0.00
Au3dtYUDTjQCwunUPhWakVmJpJRhsuvCDKUhpt2kmPmL,3nqXS4kx9kepF6yLN3NVuBDvEnH2QGkLy6Kda4nYKYvB,18.259583451,0.00
62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,FBMz1J7eb7xWYuz3wt7bkHqBnNPuPmYDZ6pzugu2XcmQ,17.637735586,0.00
FRYRreWSFzpd83auoHcGTi6JsxjDsorqJK1dCzXgZU9X,GD2Tq8CCzXW23AJPdZrJ4kcuxEmnGN8W9peWUpDfZUn5,17.401119473,0.00
d4sGFnT4iidoEcwRfTdq8GVMWyYzvQubwdarUcEA76L,Ew8C6gr8ddRqhtsQ8bQccBzwBbhaRATdQaxEw6iWXwfs,17.187116351,0.00
Diu9GU7CcmrxXGv6oyifEVh2nmJicbAuripMLJAupxUC,5eHAWLt7SCgWMR1A93Kg9cskCuAKLQ3kkA6A5PmrE5gK,16.27529779,0.00
HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,J8QdLPeQ5pVNxXS7L1TQLhs5T5iSUYtzfLrbayvwaynv,16.082441771,0.00
HGS4DyyXxVitBozKSJA9qwnKpKHNziCkizYrpANm3PVc,BRpGUbRxKy1zqg2dLBwSEiKrDnFPFAAR7DqXVgaGstjt,14.839882022,0.00
CQz5dkXE11bQ6egbKUzBFsGDZuGC6iPtQiBG4b2Zbqm1,5DKCo8CZJ9es3xvZXBCeiVgFUXKQCZkXy8Lejx5hbDMc,12.122150316,0.00
HiQPAMbLESk6Wftuwwt2KQN3jVHKKqQ5smFCoNjYjPji,HXe7aXwKAxDK2bUZJWi6S2DmqmgX8sZ96W7PdN7rTQhw,11.762887421,0.00
DQFd2EaopjzZuJWtU91HPbgawFCun624wnS7uEJKvsPV,BEw755tbxH4q4hGPq2qDcRiCKzXLSkzYfb71pxMEkSHK,11.605017935,0.00
E6mzrdE6nSDyt6y4neHQDTje1U32v5UizoMgvdmt2Kbq,GSsQxEgShqiRneD4PT57bFgwTbEFw57mxKq6E1tyEqhE,10.92352796,0.00
83yNcT3B1HaXYBri9y5GjrZZNJoyjm8V2bcwc5eq1zaG,As8z4YYhS1YYbqyzWSYDjAqRJzfTYQUpYjqByzM6CzQb,10,0.00
LvjCuiYEvNiHiXNAMUPUDbuCrmaMTUyubLypXwn22Fm,9EjyUHrDpadSKXd5dxrNVVUVMwkeoSvxwJFQ2KWNVLxp,8.103474941,0.00
Gv3FkqEZaDexs24K4Kr8nJpewEgKEGAw5ywVhTYUZCtF,4pBPbcL1rTJaiwhwEi6FMnPJU15nYj5ZXcyHcfcdVesw,7.878581239,0.00
6orv3WaqhBe8nG4eLM1Acx1eYaPHmoXN2iBqTVrgJ1s,AbQPANWeiBVvhXh8DmqWLE53LMDhBkY5hJFdasAzvpuE,6.761511731,0.00
FEZxewN1hMR2DSAHh34nhFjuta81DepreLGnPtB5sLNt,5Hfnzc1R1vbNSYYStBh8caF7vLqqVGsAX7EVcyGmmMYW,6.578875597,0.00
586PaNViJdENQXtXm2uxu7yzvkRMdw9ghLY26WhvBxNk,2VLr8CzCidQ9Qfjm6VHVigDetjNtnAcUEN4NVnYHeUBx,5.960774598,0.00
6yCkzqHfZoTb6ANUtBVaVGwmEt2orEzv6FKVA474kB1U,BVYe6ymEuSpMCctjkkEyxKVTtPU5V6KpBaNPybZR4dZt,4.75238964,0.00
GgKDZdEq9vcHzg1pdjCSvF4veLUVJYWDSQCcaRAmxgRU,ARfjbo26omFoaMBKvFuxKj7WTC88M7fvBei4gxby4F5p,4.41334401,0.00
8L2y55D11k63CAftvW7uMM2mBhtMxLoLnivG9uY2bt8j,DR2ews6XrMATHRNVQ6MRE41NGFHrgTCSKCRyHytrwfi2,4.304262403,0.00
3MoiE3uG8GQg1cCfkhpHgAsthJ9YtWjoYcizPR34iT8y,GcnohXeB2Eu8xaE5QMdyfFhiHAD64zibjRrzPa9BAdDv,3.942239525,0.00
CxpcVV7Fv5Ri1V6oaiiDuu4YmPhisdLDfVz1bR7LTcLK,5Qh3VoaiKaYz3B8Cp9PZDMW1zqevEM7KRDmMUVRWmuoC,3.452841519,0.00
HWCiuzLc3JNyPqwGzVW7xnuvZQ9HH73TPY4Wb13Ain3K,HzdhgZyf38br8NnapP6QHUL18YJM6QZspQWwEFws2QyU,2.713179252,0.00
8Zwcpvi3ZtVWDb9xrWWeDrZnT8isSMHVcUU9NY99SziY,8MDLTDM8nyUsBK3eckWX9jYMjBPFsCa1AQJu7hETRsY7,2.655717796,0.00
CXR5N22hDndVgVT6KFHDrXcvseiqgAvmDJE3jogRBuki,5TTVVxd8jiYkLRAL8janHjgcMkxBvKeVjsnci4P8tZgs,1.701445012,0.00
7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,FzyTUhwY1jP4AXJGfUzQoLvoL5DhJqNAxELh2PgZoomY,1.221202432,0.00
JCRGumoE9Qi5BBgULTgdgTLjSgkCMSbF62ZZfGs84JeU,uRXFBtJGgDH4x1v2otTchbgyBjF7gVaVLixGE8LRDSS,1.01204428,0.00
hV4sqzP2gN9eBrwHB6QWaa5duBzkN7unyy2zMoH78Eg,7NSXpCcwDS29xwDjW62odgXm6tVMsGQRbCykQkLzUgah,1,0.00
FhVo3mqL8PW5pH5U2CN4XE33DokiyZnUwuGpH2hmHLuM,GxgvyrJyURTV9rSyUY43zVutKRMkAMWYwAggFSLu4W6L,0.999417317,0.00
6GDKU4yWCuKLt6xiSi6ByKUrSsmVefnmHLdKxKBrDpff,5hWBsryNZ3g4BSYBU3Acaq8PKGcRhimArNp6kzrg6cPK,0.98826374,0.00
CUofe4X5viEB5nm6QwHtYFT5GwS5btyQfF3m9nKKyHMn,FACvk3SVxykwidvxUWkKmL8DeabobFZLCbWYDChtKdFM,0.684407365,0.00
9rPYyANsfQZw3DnDmKE3YCQF5E8oD89UXoHn9JFEhJUz,6EWgYkBMUryFC2kjvTc1HPKJFzDT7MKEBmBG54UvVw3A,0.586898372,0.00
AbioPs6iC4ccXAAfeNwhHyoqBE3Sugy1PE7DZwhwNSzT,HRpPvX5UUDFCBBi9MBmPQcWYpJ6rEpX5Uofn7ULmYz53,0.560523029,0.00
G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,DCmxmh6pFBAqxUoQfvnMgfdfx852ih6CGLcrN9bwSTHk,0.378296836,0.00
7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,BFUnDSY1t1wTgfhFG8aiSZ8LY9jrrzGEUcJ612UZ6gdG,0.336865553,0.00
GFRLNMLFMKrbwyFL2QwbfwoxWptn5emxsJwhx3aEXqvs,3foMcE88RkUGXN8CBcXDrDKCcB3VoygwCaRAoc5pb64y,0.18877305,0.00
5AqkFsvPjzJkKbHYJG9namqd1Yxzf4jtFjs2fhSM5fA3,BXtZNWfykYkUa3DyahgCnPQJcvdRrcGQjmCnmZsfpRUE,0.187511023,0.00
EqzB9rKeH7eoDKFq7o7qnv6aDWGyLzJ1wKFKvUuLEfVm,FvqcHYXTZCscSMNeRNmoyTB19Fg3FT1zCAVMnbqoALKV,0.180882895,0.00
9D6s3CZsDDSkKjrqDXVzD6krz1MjUcU7VTCAvAiqmXWo,BVnX8hpHuRoMgXWJt3qaeNgcHqYL6rd3c3YPT4i5yHqo,0.131077332,0.00
3b3zfYBQ61sEicY4bhQMKUvRo9bAxPYAz32uyAP9Cj9u,1oxRk7B8usQgQWJKefxDWf4eJjaBxVPsPELu8arX4nC,0.10493099,0.00
7zujqoQsFic14ncDYhBSVGvDnqc94rE49c1ZJCHvAtiW,CEtzWugJPLjQHihVrRYsmAipr4vpsNoGEPWdXt19hxjo,0.095860865,0.00
9NTTpcYzDKdfLybpuKuXDRyfxneMxyvbBD7MMgeBbYPg,BBHerFKCu3HCEM4tRSmQdncW1fb8zmgQnnSi6EKk5vUS,0.091059046,0.00
H9ixE94eW86qcNMu5eHZoJjgeSLAf62rZK6L9fte3p9K,8Wj1eWaU6ifSf1DtaqYn7S9tkYiRvp7897hRqLBgd9f,0.053737382,0.00
B68GAXKAasCEUYK68B9GnmnU3fxTvQEoqtzQVMmxvKM9,CD4FT5QrvenpKSbgnarCDkvR73WLgJpdKNXQQschy5nf,0.037246106,0.00
ryWr3pA1ZqhXsJ9kRjZgMAZnbwVU3hJ4vfBTRxDh56W,68Q6LoRukXncRNHpTBSsc2YKhjQHHCbtfNA5jHdf3rUS,0.030708709,0.00
E8v24odyXDEDY2TEgJeTFV3fK69e32PcJrqgGJPHL6FV,AYT3EoHzeFQBwSrPdV1sK9xWrzhzJGdMxCYFmeYpfTAA,0.02,0.00
HuTshmtwcQkWBLzgW3m4uwcmik7Lmz4YFpYcTqMJpXiP,E75Efb8x6YSNNZpDEBNVJQSHj91yaCLt844v97BBfN1P,0.014552745,0.00
YDGNB5K7z6XHao2HQoWYrjG61wHZ53kDBw7u7NU6v2i,GeKfwciXs7ieqz9pqPjLuhLeb2TWiSmzCqkKRiY46Vpw,0.007355104,0.00
JCM8MJntmZynXcAACz6DNJEHJYQwqmUpSEr2DQqguZVV,D4amTtyKbbRFqg4A75DcVFqiY6ghwo3QYRUSCCoGywPp,0.006788936,0.00
JD6rVaerbyz6wjQ433nrw6bFTgFrp46MiYmi8EtUAfsG,5eHZHi8LMDuqKG8magjjFrLbVCLefdjdj5ggSfbUwcMk,0.005628285,0.00
ESuvjvsQtjuxC4XGsDeMhx8Wp5yjQcCFGncGhupcJbg8,5n5tWXLRrBG1vFAhgFDN9Z13YZA3e2hpC8QNuYACiyna,0.005097587,0.00
JCdccTMdp7w93y3uT4TNXe7GKqGFDAHHxj25Ny1wnuJc,8onRrs61TDYSmr62XYMhMTesVrjWL1tuPYGrdMDG9yox,0.002093584,0.00
avg1twbiWyaGiaw8o7gF9uYho5CvBRSwt6xJZuEZuME,5vBHSg2d9uHuVmait3cfnEUDaLsfQw5Y4zeDd7ViaWSq,0.002007835,0.00
2fWyMU2S5ZJMwq9Ay2bwvnfRfiugkJbjWZ8WqKMtD8my,5mUGtbEDdSVAkT7ByfikmScbnc5j3rLuExbgHh36FHhV,0.001881727,0.00
AhJdfR4PmNirZ8q1fthqnU31nhEaSknamaXD5z6Feisw,CvT34C6rdj2Mp4WozjQZz5B74eQ6TQj4X5AUCHZKqn52,0.001611735,0.00
6G9T6ykMvz2LbAMgzv3Ess5AwVEqdNNccwZK178uyWJ8,BFBz5zkguXkyWuiDmXkagh58oH8CvsLspfzAVMY7KUpg,0.001424206,0.00
JC8m5y9D7atuzD7mToWN8VVrtxyxCXQ3SFWMHFiLZagN,HDVLGK9YgEzeHQGsqkm5erd5pHypydHWnVDht9nv2TBS,0.00105702,0.00
XoXoL2gjxbKWVNtg672gzQjRi268nTonPHr24qZJzNb,8U3Xv6znuo7UbECFprPc6ZZzL1SWw8R5iKRTt1jzXpbR,0.000528464,0.00
DQKnZevVokvH8PJgtgnhD5ThGFboto2HkgDqkSnGcy1M,7vLqQkAGctTz5htmun3axfXHdnLk1zRGz53f4RUdUGH6,0.000374675,0.00
DFMDJpCveTkGvRu8KEMq1H7L3owydm7SMwqHpjf3n5Cc,HbvNwZUeDceCrCAT1h1NAUBFvRKGiodkJ3pNdXERHU2Y,0.000350737,0.00
GQEZDiygN1Ric4po2zCSs42kfr6SeBL6Pz1G4DENVWyA,2NfLchLUrRyx4qio6ncTN2XxuTmspjAHbBX5SkgL6u5y,0.000181147,0.00
5kfgmmsixXE9g1BKvNbob4ygHkPp3QhjKp4ZQ8jhyhmC,7cHzAExae6FR11rJkKMNrwofGazzFyYoij6SrRsFxkTP,0.000100554,0.00
26ooGGTHJwqr56cNg68oQge98LHw7Gq6HQw4grycFtEb,4itwJeM96hTzeT3LqBMSLYLbwtqa8oqDTjVxnUPdV7FR,0.000061032,0.00
