Account,Token Account,Quantity,Percentage
BvpEgeQriXvgFseYPUUXYkp3vhewgketNMSDJQi4dQjH,J1xjGULUATMdpNrsFbhYKtPaJeGJAgXXR7JbkxjMJES6,48181.066925148,0.00
2tUTGgZEzsycMKjL5b1G43kw5UFpxeHufrKfGRRoJN9o,D2QX9z2xdxcKi6shGua5htE6rt24k3YD33GjwgkLz8R8,47792.306449653,0.00
9cN1KrtT3hinJ6Qft8wn4m1owXAPgGPukN84WnXcMgPW,BdLDj3mazaM93mPxk9vZksaWtteyCdfKG6b8fs5uvCM9,47237.928547653,0.00
D9SuHpJekBi7dRJYkCJ78WmyE2XfzzVgQsnL9WrpAAqS,BPLZHTCtWbmn9GGUYSck1WAL1iR9cPLuWxuczHucjG2U,46973.563464085,0.00
25HTqBQat7ZUyEE9Loi3jqRFWQEdH44dPZod4t9jjGgE,4BnRqMaE7FVPPpAtSvF1w7bERsEMQmw4XYAzMHZR5vRW,46820.313896837,0.00
HLUyEwex9QjMC8EXCusJYz9YSWRcnZ3sKQyWJYW3zTTT,3bMJD1maBUdEzy1QomQkKx3dkAqWuGspqUVHykSDwQzK,46558.138762564,0.00
FsCTaaBWr7pZrPgnJDDWaqKGH7e9Qom4gEUhEZBbbraR,7BBZxLkA9PTtALw9cPgbKH5wzUuUrmDtAFAukuAToJgh,46452.318776862,0.00
8uJVYhboy3x2CaJmmUmzJwSmYEVRW3iXRJEWttad7rXq,H7JzqeH8S4GDDpZj7emXBkCVoNQvbutex5Pdna5VsSd2,45410.043862781,0.00
5b2zC7mBr2UD1GRLbdh4iBcwBadqqbKHVdyHXHq1Jg3V,AGvGtGpLELJf1G4fFLjFa2Xf3oqsA59ZCFTT8nwxbiwH,45179.633280175,0.00
EsErQ7tcvECWVaxviPTZfYTn1Fnt5Tspza9aUeN34HXL,5Qz6vXf8cy8H3ar7N1mQ7ru7uYYMENRKYY3d6aAscauU,45000,0.00
HodhtWqJuaLPtj6ycCk8eeWkWrc6UFiz3zeRsgChSofB,8g31uwwBRv21sebn6iUvz4xwFPgA9oJtZGrR7tiCE9o6,44663.133431829,0.00
DanTFWwF8W6sGBZBqkQCyeYUEZjsh6pHEi85fWPETeS4,77ED4HEeRAKfAChS7Lht9tvyHokhBVH6bR8aR77m9qFS,44365.638027734,0.00
7uvLDHSiQioWg2s5BRij2GMHV7WJ4Ji4XUeLtVzGFKRw,9qJeWLN8kZF1Rr7Nkw5of3RgLnaBWR4vcytnVAb4D7JY,44231.721000097,0.00
Dcz8CCR5NhmufdheFXTGPUBpdmcq4VQVERoP8nQsbE9B,8L4WFFHjQAhCXT9Ate4UBjQKwuueEdaqrwQNjNi4HJhH,43112.224517216,0.00
9kiYqGSb1nbYMc5xxZQHhKvJR57LLAHVyDvSQ3FHjDPK,39thBvXaaQyhA99o3R2Xo4avFL2otMa6GdVdiJAE2SSY,42512.92723894,0.00
F1mopuUAgnq37FB8wMF2rMK3z1jF5tnBgqqjVVSAnKkX,GaokT5saYeSV2w5KQHAiC2pGu7meTQ3regar9DJv96PT,42218.775178818,0.00
CcwstaXiE8kYwobkxpkGh2xTEpwX2mWUGc7B78hwN272,D8gLxgtrDtsZr6Robqo11AJGqC6heqnyqB6kvSt6VcZq,41702.184984858,0.00
DhkQ5fLNH1BrDYqGBQazJjaPxuWyS6BG4mMQ6PfLkYmh,GNSXWSVdH7QzvGSUNJcXLTkUkweMFcTzxS85DknD8GGL,41344.227837704,0.00
C3ACMn9gWuiZhqZFGNubCCUd2MEuFxjU1mjDChsBukjd,GLHEcAK9hWhgitVrkpSPVFRnHZHmUq38LKmbAnGB1TCP,40950.61758521,0.00
3pra39T2jc1cg5vDbC2Jo6tS2LFZFdpSRadkWLVGGjkT,5va3bbaB5qVeqXUW31A3eF1GWhUdjQsWrxVehXBd4bh4,40944.082104915,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,6q9teLCDatPeEJ3QAD5zYoPg83b5QEeqsXNmxuKBxJUb,40724.825144113,0.00
DHtaXiHWifT8iTVxwWQG8AoRiukvDceo6x1Z2ZzL2nwU,SWdu76ZhzP9DH8qeJASsm8wSyF8SejQJH8npQQAiQX2,40349.420644642,0.00
Gnpe77GF3Rbth4Yeh3HzPjarw5jfL7XWWLqYbhSXmaav,3BgYn7mbXTEthpsymDNytBB7pFAA9s1Zj2wSV4Dt7Mqh,39716.965570865,0.00
ANnvXxS12TUQRnhbRaNPJ26inTdsx1DfB9NEWCmvMG6f,QTAwARn6v5rpQBQi62PGpgnBEycMFDLVDu4vcdaF58g,39479.622397997,0.00
D5nYb1ip4q9RAetzSG28xyqXxCcvavv9LKKmN5ZTirx2,5TgTHKbCrVzYQyGTyVXnRtsbUJZYLsZAund2oLH7ARVH,38700.725320741,0.00
Q9j6PhabUTniQ6cgwBo6pzeekPP5atPaXUV7cXz9z5t,Gmwq6N5MZ7TrPq67PmEesjhYQDa1QsUZtkYEx2KgTmQi,37800.030711802,0.00
2bdGFtNh8KFMCtnNMftd5s3PcwAjHvop7g9hcKLwv4V1,7gbtNAWmbgYzPcz5YXp7GkPPaBtw2v9xyvxGzRxq8Peq,37619.817989673,0.00
CLP8xjAE7mfzE6bjSV4wnafEQP9N2yg4DeLAD9jTvxEY,9SmBSepiYmFGscTYh7MNQJDpk7EBgSzGnVDjyfqbYfNg,36937.297187437,0.00
EzC1MkbTxVLa6NhPno7Dpacm82kCNXyRaCZiXJLNUy2e,8FTJYzfgDpiQrpRRZjHq9SCF6SwQkSzHVkNKJphPhAJV,36902.162192694,0.00
8n9HuhFWGXLMk9jNeKMUZebeKTyBDg7jW7BZzHFDjpEj,FJzhis3zDV9CqvDZCyFUr4iDBNnBreRQg1vNPBF3Xam5,36867.757555843,0.00
8yjEQFiJr2T48xHk2iJyhfceH88XpeLvBYDwKVNiqcUp,F1YmBFVdvsJXnMyHyBrCppg6kK5AXBmFcWP4FnytSkRp,36531.655590349,0.00
qc1Fk291F8yb4cx4p2agJQKbzJWeyKyvShAHvgacEDW,Hu8hZzPzUCa1RxcEKN29gd1AhdJAND7cHLKcCSREMDRf,36135.879919224,0.00
9YgvnRxXMDmt6xjDcu3X4AFt7epw51aETjZK3V1jK16G,GPKegU2TaiUBJXFR6r6TkkrVxthqjMhK5F1DmKhjt2z2,36050.592657924,0.00
GT7CaCWPAahmAgAqBi4TYDC98rJaWYu8wHEr1FGiVwVg,8xPzwXVqVHsj49Z4U2728Pg8WZpzAQkf9bVPAVwxRriQ,35871.43435267,0.00
B4MgXQJpCf9uz4exkEYPrDvCFU8TF9nCZFkn6mH39Sk4,Ge9mrtjLNBZh8C9C1JRwZ3yojNqL3Rjy2b6PNFPhbh4p,34956.883763906,0.00
21X6ZwkE1JQxpGpg19c8nqWMpza1pvXMn9xJ9Vv1zcYh,KhNAM8UGC6vE99aND6jM9o3HjaDQx1GZgPsUiUaaViV,34411.602149161,0.00
Ewx3xDM14SYbfGeWv1UMzKv23jF81kXEwSuMseHSkpt5,8LMFniCCKwCHjD9H67J5nSfoadkLdXchBSE42EsaGFqb,34260.711672219,0.00
AgLR7r3XgRWn6yScWT96MG3nPafEFL7ZbR7kQc9UXHBs,F3U5AAGrRkjnHrs1UPtC4xV139RmjWXABa8ug5HbMsXX,33779.817560051,0.00
7gbHjVN1X4fwaT4P6TxDLu11p4U8qyzCTQYmQX9q7xKB,Es6KPfd5pSrZqGM6YSYzycXg1FgwFX16dFg2dEEAx1Ec,33542.750489905,0.00
HgfLZfVX8kngN2WoqptnYEC4Vt4vyviJeyk8LP1rF2C2,93bR1LZJNnCW9PeH2fkwqaAP11kfd9YtdBBdxjwA1WD1,33407.451026651,0.00
4W5CGK1dWzDR9bFp6XWkxSTeVqrdU1LaCZNNSATtLPUi,H2WHbK99Dp7Vf3QfNwJ38AL7zadM6aeDkTwUbuT4DQTr,33141.587880167,0.00
H6YDiz4FMQ1nTZmWmHhq1eoDn6cxYFoWis7dFV3fmET6,BAkx7nbVR8FPJjFCvQZFdefxERTvwQ4sq59sCfYDv5Vm,32976.982457519,0.00
3LCggqW4jtSm97PFFRfw84bvoLYfhRwaGdYA7GELeDKb,5LUyrCdauaMxVGReMv3oKwBWp7CAzimkiL7eVjQhFqRF,32957.092160625,0.00
G4FUwFD1h4tb4R6jkZXuoyst7YNbYTcJH3MvCUguss6E,DhdPNG9bSdbzzYXyf5NMW4xaoJifcUD7p79sMoxehihq,32797.194261368,0.00
7GR27gf6CSyy5S8U2iSsn1JLYqHsiDe6uZ9VYucipucZ,EbbGz8LWfvfVdFRJpFhH937cV8GKYE9TCA8b78PyCyxp,32589.095295259,0.00
AxFuTmitgcCS5d4MmVKZzTPxALsGsPWPuzpHyHQmoKNg,9UM8bmM6pCcTCsagi9iGTXbeUVS2dxnbqHFANqQ4e8v8,32442.191343532,0.00
3F9PfZMYzBi9vkL8DDV3q9BXRZYYhwFV8JPsGt4LXmje,8DTQenSta5RUQzknLhdnBaHNmsNptjF8k5MMSiuvhuTZ,32137.941869634,0.00
8rfHrwNpKJo7N5wQuaXBCULsUtYeYmSHtJMooAtjHvfX,HWEHnvkCAWYHTi9jm7Hqbi7RnwrJsXbh6aNyF5fYCz5U,31443.948232355,0.00
5CQudK2n7Nkiaa5m8y1bdDqkdLX3mLTtmykeENkXuNyU,51e69emqcbDjKLW9QTQLFtZVdbK1YSkgpb2PSrBADH1c,30965.969519009,0.00
3B96KFZvRgazRZGLiimpi7dTfGR4pdoMVnWUMVMXQ1a9,HrgyBPHkKRhsGL5Bf44XKeh17UBUyad6u3yq3uFW6bxK,30851.6786122,0.00
7JQeyNK55fkUPUmEotupBFpiBGpgEQYLe8Ht1VdSfxcP,2ngZvtuNrTZW4SZSW3F2r1bAdthZAdkaG724VfqfVnBa,30551.642850913,0.00
DjqnLZnraTAUsYN4KUK9KoZgJ1DLP6iq7ZNJHVtEWxZH,FQHw8sVtjHrjTAJbURJp4rQJWYUmLBw5AWmxwimYjuF1,30005.053471487,0.00
9pZnjzvJbJwYQsHmqpgdCVunNcqgxqyi4kaL5Rg6uAKX,E5EWaQKbiygmvjv7rzodcn2dzLKqJPcB4moEHPr4bKMq,29894.102525855,0.00
4ugxwYTUsggjJMGcsC2yc5XQ2uvnkKeP53rr47FXLXAA,DV6wo3769huKPxrzFwdAA6C29ikPekQBv9jnFss6hcbo,29848.202547935,0.00
J5HFA8oyjaCMaMoGaBhSEW8LQPE21yjDoUiVhvxefcFo,4VWs5uR7frvHn48dTnNMVP7BHFqkSKF12dBNd96VSoze,29588.931278794,0.00
8vhe7gBvswMbERwjbMpDR4r6sWnqDf3RX7zK7yyUGWoJ,2aw3DsmDsc7zCekUps3bTJATNgKvrjQ7dqTnB11ChFPG,29006.427575094,0.00
FQyxJNgBgu4cMUUJZtBAxTxN3uqf5hdaRCYvmewMZeDa,DUZYoTkrHVDKiuwFVNECufxTMY8jRNX2KvcEXB2hwmdS,29000,0.00
4kCXyQKa5evjCh7YiMEp8zy3Zm8ysU6RH9gNpE8S3d9a,FjUiu4w24D3wnbPjxV3wSPqN52hca8FHFyjseFaSD6rB,28290.348825436,0.00
2opiVmzBsYM741LDQgPZygEZeA9QHgf2rmYGHY8myD4v,CYc6aLcpKdx61PKCmvkMQb1EEreqsYFtL2rckXKB3JEp,28172.753246948,0.00
D92Y8hHPYVKwVfcAAzRa6u44UYeMmfhpE7MPq4yDazu3,AqdDhQEvJ4ikRhuDYXVdTfWLjAAfKzcE71kGSjiHu75p,28105.310242168,0.00
EaXppDHTizVTEMZh7EbGQs3birdqN59tW8q9gjLjEVCk,JB59FX68WR9cHLyntUSZhev787pktZgyiG3bp9uBiupE,27236.481868479,0.00
aj9THWLJ3vQfqJunERExvGWQxALPxnc1Hmfsqc6pd5a,4nuenZjE2UXry9biiGkucUEMs7KsWDJ6hSnp2tGQE1ZD,27182.716974793,0.00
6Ugimjtgk7rk5SbZNzcYvZiM3P6ki4Uq3QGtTHWNn8co,2ydqwVyqa9jM2QzJzCGZHmwZtS4VU6wBLvsEuwB8Gq4k,27129.239227637,0.00
7EsQdumBG23JYTVousXV2ap6cnbnm8oaF4QEihvds2Dd,46dm7gXDyQfV2G4WXDqavDbhKxXoGcqaz5mUQeEYVwhT,26986.036095263,0.00
5BVVuQzWLnvdeXeCvN4RWGur2HW4KYdzdxXw1MPzfZqQ,AovKLwd51X5uJQQwM4SUJHFVgso7p8hUcTr7L5NyFDxc,26831.953231179,0.00
HyNhBXT4nysDWH1WwhULGQrXs5jLnKj39i3ztMiCrY88,CN29UKWTCDrpBXqkKZBs3t6Gtof7NHrcPB9RJ6vEaWFE,26676.364620521,0.00
7DdCtT3YYUojkCTPxjZA6aBa4hb1ii4dTBuNqvWKH1jX,2sDBYXa1y6VAnnrAXZTN4JdvdZSopxpmQDH9YWp3Zm3h,26630.323784462,0.00
55aZFjtUZe77AfL8YQiTz6Rz4v8MrAFWymA5E514kjCE,8zHgUUorRZdJFPBcZVFdaZWENsparXoLG27n5KuaZUhr,26541.799117159,0.00
2MiT7vxAtLPduDpadDqvxLZDunXRGWcNMdqQTDNHvV5m,7jYyXDJ4zu1sPDE8NLTxkx3pA9oTCe6SE8ZCykVMwf1L,26374.294483238,0.00
BXYWsyLRPirfBt7wFYwU4PuQN6znaTVTPkzqnPzu38VN,2k8B93vJjwBNj6tyNfe3SfKwPw6CwMCYZAPnxqqcfiCu,26245.45608506,0.00
GrbkBsSiMZKAY6JX3b3DSyypzN83aM7ve8Coqm1ufMMH,85FJcJH2SzWeNzASGF3zp7DpGomm5bYQbditZmZSw8MA,25368.949920095,0.00
F2Xjd4ZJYz6SfszyUVGzLUzAHRRhfU2iJacCfW5GCJHM,2GAwaxL7Wmd7KrdESUErmDNRs9Wpe9qJqzGquzkp5vRR,25039.052424613,0.00
8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,Hh4YPLAsSRvJ3T144JtvCZpNdhTmfxKsKodAvUrqPoCZ,24804.732104869,0.00
6ACoXMyNyUTaBkSzgCsaTxYbTk5rxMxCsduzVEdvZZ6s,Gruf2ranwx1pd7nd5Eo75T7c37cBxwmLouzwodG7B43v,24777.044237057,0.00
EXDWtRfauuMoLv4gC7A5fppuf43JJJCVwD4Lgu4GbSVK,4eXDRQEZoHrdLyN4aHsj1k5tcym86KDCGTeaYwTztBYH,24738.631836657,0.00
FVDqBeoCQWCdiHgqLtgFiYdrip8VfUqCf9gHkho3BATX,2jUjgDvqmkLHPSt7vBBEiYGna3bKW8bzt2wuEVa2KCeT,24529.291074611,0.00
4xNcj1t5pcx5CcK6wLvugS1uC9m5hfQA6C1rLznG6UNj,FHSrK9GvWXpgqnD8soZmctvZNLtR8Y9tbtrnLgXNhqmf,24280.554904748,0.00
Fj1Vrn2kTn1GCqm9cSVu6aLMTWhA1SWmWjDhh5Guq7vb,AWGP1dznWBewiZeo3pUBijbe4dy7mhrUELuHcMZd4jod,24207.109957337,0.00
2twhr435xVJ9863f8fyG2mbtgjPYu2bMQxd9bxa1aAcx,448L3YWR3T8oBRgVmyfoHGgmYyCkBCZ8z2ZYsGHej55b,23502.151276107,0.00
2rDbKvsE2uPrgjVqnoZkcsm3YnLes1MabvVJvEdMft43,Chdhrx9P28u3Vw156RoV3DPJZBKRY5KoEGjriwNouz9X,23063.986182245,0.00
2DsHaAmPqqzaoZVcscsXosPV1PNjDVPdtUD34F41ZUP3,CvRHri1U93oxcgPiwWj7NP4kSk8UL5hFJ4CW1Kj8MrLJ,22997.257601038,0.00
FDGrVBa4SqDJMvJnoPqFY67kFkMNPSzYQ8RnF5Ao4Mxf,DztdqByjQen7f2sCuE8saXvg7dyekA1c87nmBuT2VtMP,22890.250474908,0.00
HZsf4ynBkjYk63XxdkUVaiD1dr6jPZCCiw4hZc9fBkNh,GdehtjZ3YhRPzBQSebkUgLVXJuYXaMzp3K7hruwYJYao,22740.787522655,0.00
7UAtsYVMnj4HCcG8v5QzQ31kCnjXfhc17Sp6MbYyz5c4,A6tAXBJ6HNJtG7gSydYd8kg2Y9Fb3hvguMvVX8NaD2kH,22293.732938967,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,Er123c6WwkitXCazFbSAg3aoTFEUeH68VDvPkW74ejbz,22115.347352005,0.00
HvgEemaMB48rR5Vd4qH6oS497eFKjbGb21xNCbhsrxMp,3sesstBGxtGoURnY2vaqUWwfntNMYLCJbaK5Cb2BxACt,22029.386206688,0.00
6Uzvuq4JMiGKV6oENepGPDNCQU4n7NZqwVQwNBHyrmPP,F4MkZqgDDUvVPYUTtUuzRjSL9qeQMWrt6RdVmqYacjK5,21681.663499958,0.00
DwuKDPu6wpVhq1SsZuD2CSqhVrmziZzXkGmwRDB59vDo,6nPjsQkYMButDTCrQUe6akaeeYhTebAf15XgaSoz47gf,21595.392290298,0.00
2TBrwy67B1DNnVvsVMLVAQu1LGYd7WhB28YnZjsaLu6c,2sWeF4pZDS7icP1jg7cPsjxMLTLhg9wgji8inTq5KNHw,21270.358326847,0.00
DtnKvoEusmynoNqDyebAa5fnNMGw9ybGWfmazoqCivRk,7rRxodwaZrKZ65jhVXGd6yA1NEJPvauLHXQjZVXsrmkV,20669.221989139,0.00
EjxZXdqFuHZivYFVedySMYRPAvoyFE4RwAz7f4yKXLSA,GBoNHr9Khzoi3s66JZKM8u1qbTCKjYGm7HhuWqGbauPy,20593.036262047,0.00
GgY8theL9n9hQPoz2keQM8y6z8T6G6BH9FPLjBtkF9Hd,5JXyHHFN2EajD2JF6sftnaHvRDZdB6izkJuzH2WfCcUm,20406.841542827,0.00
9LJUvc5ECKjk7AQ7U2jyE7AHhWzqWrQawKmKZ6S3H6R5,CTFoEKiMPHU8duL5PbXkBiPPfSVJy2ynaCuoTeuJ4UfQ,19985.094149757,0.00
CbQxkkXwviN7iLEJG3nnbw3dRhCNQgas3JKCpphhUJY3,Dg7Mybrk7DKbUAVsXmzrtL9rVd4LaxZaaQJ7Gd3bZ493,19957.484576076,0.00
94p4DK9SDpBg2dwARB7S3pM9irQRvcqtvE5JZy73A7on,6T1rbVRm3QHnyzVpYBZjvQo7L36PYj9so4NY2aWCzLJ4,19562.855690522,0.00
2aSCjeue7sNsdhD8KiHVHoV8pZpvfAsCksUvDXmVGyqR,2sc4xaTY8DsMJRZjjJZ5YjBC3d9sFarEQQDPCqRrzp75,19258.408185133,0.00
tT49c6KHJLNP6ptmF4Yv7pQk7RZskiWaM7P7XBc9qY9,BLzVFubX48C8778PdX8jcLZygmmGGBDPy7whsThv583V,18868.148171563,0.00
EP3R42tfqYt1vdvbUzw3UufXkf4BsAXSeRPEeZuEfNvx,ENQyBjutSCjWTtpZfPehzAJJHP65NiQ6wNjjxS4qX7SL,18655.90160808,0.00
6F6XpNDYLwsaSk5yx7S6tyfRkuaxYM5dUsUZb4i1VU5Q,6b3FJChEfbXs8DeD8oSqxUAGPqsJ4FDSwmNsbT7seRAY,18461.418459796,0.00
GdPWm3HMKue6J8VJp9S43GnYss3CvhAw2dSVGExe2hFJ,CDTcevpora7aAWAgFWSfFbBY9HVBfi9Yrx1M2UGWx72j,18373.427662454,0.00
HtUmBK1LYfV7Aoe8XDhGbFhDoSnTABbV6G45KbRNkTqq,31Dh7joseHtmSfvparCLK9Q8AsDt2fAFC1wHME2LRySv,18299.896977008,0.00
GedoeVMuXTinAt1QngjMD2uvLkiukDXzScdfmWwxDoYb,7HcPM2QDyPKUVQaJwXr8msWQqYiWmZhgbCkyhV1wvAGn,18000,0.00
Dtfz3x5PQFYHFKyaNWDKXQwqfzo81p28mAJBmkuaFRRE,EtjSHLPKpxTBeCYKZPywTnzoStchSFXaaZb2N1tGcgMB,17532.031419158,0.00
2JSje9fHcRnM8yrdrBTXCbwBAh6MQmcw4tC56rhQPZ2b,2Huarsx8BhQFy3Z2nMaM6Tjs4DfLAGeoSDyUZJCSkqZw,16888,0.00
9mdK6uMyuzS3RD7BNv4PaVYZLyXDdYjm3bkyTL4uuAe1,7NDiziuGHsU1TRm21dF8WgQLutZaRWH6odbYSMrktBU4,16441.248701613,0.00
BTZ1xXsxizSHVN1oUQTh1yn99ig4bdLXxYEdmH52DbbS,2Gdm8tTweYno2pHF1ZvgXMM8kzkzKYWDGiQnC2xqTXbo,16304.236613118,0.00
DJf57Swm8D3paZbEhGw8bnJXee8dmZAzw3XUvSR5wAY2,EVGxNRkVcHBvgkJsR2BerrJwcp2gXnf94CbCDXQDFVjf,16247.215212743,0.00
CDcSVEiyvJCvctbTYgXSbRCBRK9ucsNybeX9mhEHNPyw,95DzB1HErzUwikaHTc6RodnhY46wAujoLHd1zq75Uxy8,16163.861415727,0.00
CagKgBwj34zRm6a1igMTSQmzz9TTzhnxgecEmS7GXwRo,2AQpmssmod6GUQgZdBqe28Q5WgvS7UKDnkV1kmGgXD9C,16111.040942452,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,8vVnnaH6F24xSLiCwq6ZaZPE1PSfUUJrgTuBKoL6Ags2,16061.548228079,0.00
J4HcBXD2DyoLUtYQYEwToV9qthWpNiCbd5b2DD3CKQPv,6SCXTcSZoSsn1RRfPU5gS5jZjjh7sKrH7U6dfG98QEsP,15980.214040048,0.00
5JZrk8oEAaq49QJpKD8Kzw1ogoC2BiafbMehsxzpUm7z,AecBnWubftVFbRhtb92e4rMN8KLnRymTRLoxZQUizSMH,15971.781836707,0.00
HmjBAdspPFKwq3joityFARiUhXFr3shMhKxp7GPyx2CL,BreWUcFW3bvaUpt2oJjbbHcAfKrcowwEpjVRdhbfU6V1,15919.635081716,0.00
DKMR2r6zNkWukJct7gcWWhtM14h2yCvMvMh5kY4ZUdRm,DDH9Lxx3gFHQ2SoVkFEdS6rxYYnLmVrTtQQkB8KNxiZK,15779.431915051,0.00
5vs3TJdGWGcKYfA9bNnaavEUkaJTbtk7xwqP3wXqq7Wr,D3BMcDFBpLacWzBeGnWaPSwriKk76XjFCbvhdkpbZcHW,15188.160427822,0.00
6kYQsxBrCWVFWBMdqAVgWqi5LqBaKW4RHbhTazA9C5y4,ErtYaxp8n4PCqykj8ZP7KvhoWH1zQLzWsS1XHEPpAiMA,14607.471171647,0.00
63qmofJC3PgBESK7n3LJrpMp4JkjoWoyMcVi2cHYK9bV,H2iL6dVyvjJUiMgD6RC6nmQdKaB27iJWFLL17JzyULEA,14538.554932771,0.00
65MxFPjwTsYErWbXKtMKGEraiHU9iRaWyiemnxcJVAnL,9Bc9Y4YHC7yrLrcUPBu135V4casG6i6pSXQo4qhWvGpS,14467.869762455,0.00
GDBXoYSw1g9maNUzLuXWGcUqk1QrNQgpCxSGjY8KVfdz,GumFQhZLkYemewsGShMDXxB8owttGxmZDu7Z87rWbisV,14267.07049657,0.00
Hq9uNkr1srpYX27dETv1n2zCDo4Uvn2Qttqnd61o9AfH,3ixE7XuCDeQJHwdw8wkfmYgDeAybCV82HPWobLoFBzMf,14191.885143093,0.00
FSPwWAKpwPPUPTJySVdzDXkcxCSbyjAnbFy8JFXNDsXY,547cHj7mKJxcM6Qaz9axwAcu6Q8Ln9SuruEAfezxAU6U,14131.48792836,0.00
2sZmLXv4NWyeaYQkN2FUjM8wcqHv8AP3dKLhQhL9ZkAW,E6iWGiD5atgEbgb5PLVmYYpQQgtzq8UGBFuXV4s1wVQL,14022.216068045,0.00
6CqHFb6kbhnKqWhoRe58YvLkjhQd8EDk7DnUUiH54fpB,6SJDHQYJRH2bzaWmGF1Ffe4UMTrZF6Q7HjBZn2n9WJz7,14000,0.00
6zQecXhjYTifDGYxbW7vRTQBrBYsi1Uac6BEJ4WzefWS,2m5NviJrTxUKXbp4qhtTQY1xfGHSLS1XjVFm8YqtVECi,13480.631885704,0.00
EbrHRf6xxhBGCVUdd8WpZP8zr5hNzRRb5fxC6Heg8KtY,EYGmU67yzxfiqpAVTkfzktFx1HnudEwmTXE8CWgqtd81,13445.47801517,0.00
GJBw9xKRZ6o6ipAY2a9VgKvV3F2Xxxb99sh2Bnjz9fWb,AsnJzY8EtSGxroBXxbYfoVxqLgNZKC2aBwNkidtipuqM,13419.962428066,0.00
J5oXarn4bdURkhC5U8dpK5R2xRBqDP4UpNzvJsPydGRD,8C75AKsx3rLuFJZhSNHaQPmkUADemcZzVNQsUGRiaA2m,13290.545709494,0.00
CpoD6tWAsMDeyvVG2q2rD1JbDY6d4AujnvAn2NdrhZV2,4YVsjnDjxJru5tRQxm923AaTXUfGddJj4bQs8CvFMP6t,13268.067626472,0.00
9EXdyqC6CBNmgDGmTdtDB4tPEJkRbmb6Xzd43S2vHqAR,8eE3EyL4ryEWkJK9NLG4xwuVuXHHuEearFq4pNVvtcUZ,13000,0.00
8ZZGRAwQz14XCLT6v7CXZHeRYqay8hpvJNgtM3BTxTiW,8JPdhL4TCuCCKzZkmCtsCbEVasTR3FBoQB6P94PRXir6,12917.647443197,0.00
6L6Xa1KGvFg32krbernF3v8dGgFt3XTct97Re6Uy6mob,DPCuqLKcK4KsrVtdbCEyWWghTMkaSZePkuqYGuDVu8Lv,12907.331601399,0.00
3LizeiEcjPxZfM58ZsrWh8M2eTXG1WiF99ndWb5rCrUS,4dVrsQPwk67MeMofT7L3Jk39AgwUJGTq4wh69rsCQMZg,12838.587134723,0.00
FPwhZPDaXMxt6fTm5oYjKuZ3LQPmu8CrJg5KZNEqyuBS,GiirqsqUjyEvDQAoyjFtHgEeUV2GbuhAiaD8A5vxhtHb,12832.514304639,0.00
5jr6sMXNhfxRXAjXCojESUuZcJ3id9UeWoKnEdNCj8Ff,5VnrPAJ2xqLEGtK1Aw5WwhmkFebumrEecXHr37uUN1rv,12572.806350622,0.00
9Zz8uzt2FwpEfvSARdfXUkmKNcyHLefMAwhsnDWs9L6L,H4UvodwmSfpuHZKPtS4DfoMAiTRH7DA5BgDcsv2iQMXr,12452.352146098,0.00
G2QZtSpNuBmGhL8Z6SQEge8ipVuBtBC2BBPetWmirQga,D5eYG5j2Z55Bu6trW3hAyFf7qpyTgvjarS2LRvdAx2ve,12255.006569661,0.00
C9YxVHXC4GmA2zGdggdYnnQboaDnQRKwfXyZW71VaG6S,Gs6nQSjFSGGVd3kE9uzGExPPtF6VB9cDZHJ2CdSGFXGM,11875.607152195,0.00
8JWiDA11wLd1vcD91MwVE79rfaqq1zsNU4oz1eWrYs84,efoSAT7DJNB83RrZ5McofezFgQHmSMNXmVhqXmgHDyE,11849.330729237,0.00
AppBjkDLoFLPCQKSiztNqGtn5qaXa5bQqPussNmo9HN6,8RL5npbsiK2z8xaUk2fm9CnBP7qXgoEahGQTicLRkYVy,11805.498877999,0.00
YgggW9sgiuMLy1uV2AgwbqhKmT9mSjv2cg1dVM2KD6P,4vLicrEr29X22HUAazXHNUhi2xdYr6XAd2KaQqCBCXJp,11445.354448506,0.00
4QKRxAfawktf6szGUP456AqBvaKSnmuGy91QnqdBDSke,2cmhJ5tfQD8N9VLP2o8bGvXnfDqq8ho6QVpAieu68SXY,11227.197178986,0.00
5RTJjVdC7YTNisvpBjvyz9wV3U48EfEpJ1J3d7DS8oS2,5kZMnq39B8mV7Fvdm3n36Qe9t2Vowugzq2Ku9QkpiXVf,11034.344192401,0.00
BthqBVRdFsZQJm5ofH7wa6TWuoXzj7rL2wC9n4qSnmQK,5yKxQU8kcE9ofoUuHzcPHfQLb2hntKdV7gQ2oUBqkKJZ,10970.472200509,0.00
BCxJ6xe3tvCt3h4AqLV9yi3dAWnQgK5gCtKSJ2KDxkNW,DcUaV5t6W8G7UNEdhQmvqZfpoJtcP3u8rTKiKmRnxPTj,10956.416016637,0.00
